tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date
133-04875,AK-4,SOUTHBOUND,FORT GREELY,AK,SOUTHEAST FAIRBANKS,99737,63.899751,-145.7818488,63.7442694,-145.8526064,12.780042,3.0,America/Anchorage,P1,USA,208,2,N,4,99999,2,0,2,4,4,10,,349,53,35,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04308,VICTOR RD,SOUTHBOUND,W DIMOND BLVD,AK,ANCHORAGE,99502,61.137576,-149.921933,61.1373938,-149.9219324,0.012589,1.0,America/Anchorage,P1,USA,91,5,N,3,2305,2,0,6,0,10,10,,27010,1321,496,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04180,AK-1,NORTHBOUND,S OLD GLENN HWY,AK,ANCHORAGE,99567,61.4590616,-149.3565834,61.4713186,-149.2731792,2.906929,90.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,4,1,4,10,,32882,2185,964,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04181,AK-1,NORTHBOUND,AK-3/E PARKS HWY,AK,MATANUSKA-SUSITNA,99645,61.477355,-149.2572618,61.553105,-149.247907,5.478361,92.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,4,1,4,10,,24626,1636,722,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04302,ARLENE ST,SOUTHBOUND,W DIMOND BLVD,AK,ANCHORAGE,99502,61.137546,-149.929497,61.137401,-149.92951,0.010029,2.0,America/Anchorage,P1,USA,89,4,N,3,2305,2,0,6,0,10,10,,20033,980,368,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04182,AK-1,NORTHBOUND,INNER SPRINGER LOOP RD/CIENNA AVE,AK,MATANUSKA-SUSITNA,99645,61.55358,-149.246222,61.570571,-149.150095,3.863579,94.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,2,1,4,10,,12669,842,372,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04183,AK-1,NORTHBOUND,S COLONY WAY,AK,MATANUSKA-SUSITNA,99645,61.570571,-149.150095,61.5904608,-149.123265,1.634231,95.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,2,1,4,10,,12870,855,378,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04184,AK-1,NORTHBOUND,W EVERGREEN AVE,AK,MATANUSKA-SUSITNA,99645,61.5904608,-149.123265,61.5994108,-149.1225508,0.621508,96.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,2,1,4,10,,11650,774,341,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04647,AIRPORT WAY,WESTBOUND,COWLES ST,AK,FAIRBANKS NORTH STAR,99701,64.836373,-147.718076,64.837089,-147.7389,0.618314,3.0,America/Anchorage,P1,USA,169,3,N,3,28549,2,0,4,0,10,10,,17530,786,32,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04174,AK-1,NORTHBOUND,BIRCHWOOD LOOP RD (EAGLE RIVER),AK,ANCHORAGE,99577,61.3470162,-149.5553922,61.362287,-149.5407586,1.169023,78.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,4,1,4,10,,36946,2455,1083,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04646,AIRPORT WAY,WESTBOUND,PEGER RD,AK,FAIRBANKS NORTH STAR,99701,64.83709,-147.739192,64.836892,-147.778488,1.154663,4.0,America/Anchorage,P1,USA,169,3,N,3,28549,2,0,4,0,10,10,,17987,914,163,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04175,AK-1,NORTHBOUND,BIRCHWOOD LOOP RD (CHUGIAK),AK,ANCHORAGE,99567,61.3722886,-149.5299458,61.3991594,-149.4743068,2.683217,80.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,4,1,4,10,,39119,2599,1147,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04176,AK-1,NORTHBOUND,SKI RD/VOYLES BLVD,AK,ANCHORAGE,99567,61.403812,-149.4620308,61.4084308,-149.4474486,0.579509,82.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,4,1,4,10,,32663,2390,1055,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04648,AIRPORT WAY,WESTBOUND,S CUSHMAN ST,AK,FAIRBANKS NORTH STAR,99701,64.8350262,-147.707638,64.836373,-147.718076,0.323622,2.0,America/Anchorage,P1,USA,169,3,N,3,28549,2,0,4,0,10,10,,17247,749,30,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04177,AK-1,NORTHBOUND,LAKE HILL DR,AK,ANCHORAGE,99567,61.411377,-149.435223,61.4179742,-149.4275618,0.527755,84.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,4,1,4,10,,32663,0,0,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04178,AK-1,NORTHBOUND,PARADIS LN/OLD GLENN HWY,AK,ANCHORAGE,99567,61.4236952,-149.4227226,61.4319518,-149.4088624,0.749404,86.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,4,1,4,10,,31617,2142,945,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04408,15TH AVE,WESTBOUND,AK-1/GAMBELL ST/INGRA ST,AK,ANCHORAGE,99501,61.207769,-149.838381,61.2077086,-149.866939,0.952736,2.0,America/Anchorage,P1,USA,114,3,N,3,2305,2,0,4,0,10,10,,19689,343,17,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04179,AK-1,NORTHBOUND,EKLUTNA VILLAGE RD,AK,ANCHORAGE,99567,61.4407172,-149.3916682,61.4549136,-149.3665344,1.288021,88.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,4,1,4,10,,30460,2142,945,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04640,JOHANSEN EXPY,WESTBOUND,COLLEGE RD/EXIT 4,AK,FAIRBANKS NORTH STAR,99701,64.858706,-147.6782404,64.858937,-147.707436,0.858381,2.0,America/Anchorage,P1,USA,168,4,N,3,28549,2,0,4,0,10,10,,17418,1109,216,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04643,AIRPORT WAY,WESTBOUND,AK-3,AK,FAIRBANKS NORTH STAR,99709,64.836874,-147.820869,64.836854,-147.8238526,0.087644,7.0,America/Anchorage,P1,USA,169,3,N,3,28549,2,0,4,0,10,10,,14109,590,25,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04642,AIRPORT WAY,WESTBOUND,AIRPORT INDUSTRIAL RD,AK,FAIRBANKS NORTH STAR,99709,64.833983,-147.842433,64.821971,-147.872221,1.283498,9.0,America/Anchorage,P1,USA,169,4,N,3,28549,2,0,4,0,10,10,,7869,400,130,2,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04645,AIRPORT WAY,WESTBOUND,UNIVERSITY AVE,AK,FAIRBANKS NORTH STAR,99709,64.836892,-147.778806,64.8368746,-147.8119456,0.973434,5.0,America/Anchorage,P1,USA,169,3,N,3,28549,2,0,4,0,10,10,,15598,695,28,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04644,AIRPORT WAY,WESTBOUND,SPORTSMAN WAY,AK,FAIRBANKS NORTH STAR,99709,64.836876,-147.812542,64.836874,-147.820869,0.244603,6.0,America/Anchorage,P1,USA,169,3,N,3,28549,2,0,4,0,10,10,,14670,785,152,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04532,PALMER WASILLA HWY/REILEY AVE,WESTBOUND,AK-3/E PARKS HWY,AK,MATANUSKA-SUSITNA,99654,61.5773932,-149.4088888,61.5769376,-149.4096552,0.040321,7.0,America/Anchorage,P1,USA,141,4,N,3,99998,2,0,4,0,10,10,,12924,752,17,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04170,AK-1,NORTHBOUND,D ST,AK,ANCHORAGE,99505,61.2287834,-149.724997,61.2504842,-149.666436,2.476673,70.0,America/Anchorage,P1,USA,65,1,N,1,2305,2,0,6,1,4,10,,62655,4163,1838,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04171,AK-1,NORTHBOUND,EAGLE RIVER LOOP RD,AK,ANCHORAGE,99505,61.2556724,-149.6533052,61.292132,-149.5906328,3.477447,72.0,America/Anchorage,P1,USA,65,1,N,1,2305,2,0,6,1,4,10,,58102,3861,1704,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04172,AK-1,NORTHBOUND,ARTILLERY RD,AK,ANCHORAGE,99577,61.2993554,-149.588434,61.3165614,-149.574154,1.316542,74.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,4,1,4,10,,51194,3402,1502,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04173,AK-1,NORTHBOUND,N EAGLE RIVER ACCESS RD,AK,ANCHORAGE,99577,61.320035,-149.5762478,61.3388974,-149.5721488,1.480634,76.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,4,1,4,10,,38785,2577,1137,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04218,AK-1,SOUTHBOUND,ECHO LAKE RD,AK,KENAI PENINSULA,99669,60.4749026,-151.084485,60.4301146,-151.1316108,3.504967,123.0,America/Anchorage,P1,USA,65,3,N,3,99999,2,0,2,1,4,10,,4830,294,85,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04164,AK-1,NORTHBOUND,E 6TH AVE/E 5TH AVE,AK,ANCHORAGE,99501,61.2077086,-149.866939,61.2165738,-149.8669166,0.612398,62.0,America/Anchorage,P1,USA,65,1,N,1,2305,1,0,4,0,10,10,,20904,364,18,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04217,AK-1,SOUTHBOUND,TOTE RD,AK,KENAI PENINSULA,99669,60.4301146,-151.1316108,60.4137304,-151.1555746,1.402844,124.0,America/Anchorage,P1,USA,65,3,N,3,99999,2,0,2,1,4,10,,5375,327,95,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04165,AK-1,NORTHBOUND,REEVE BLVD,AK,ANCHORAGE,99501,61.2165638,-149.86284,61.2174196,-149.8366718,0.887094,63.0,America/Anchorage,P1,USA,65,1,N,1,2305,2,0,6,0,10,10,,39550,721,48,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04219,AK-1,SOUTHBOUND,KALIFORNSKY BEACH RD/FUNNY RIVER RD,AK,KENAI PENINSULA,99669,60.4864244,-151.0573742,60.4756326,-151.0836696,1.19489,122.0,America/Anchorage,P1,USA,65,3,N,3,99998,2,0,4,1,4,10,,18056,1099,318,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04166,AK-1,NORTHBOUND,S BRAGAW ST,AK,ANCHORAGE,99501,61.2174196,-149.8366718,61.2191982,-149.8157684,0.722953,64.0,America/Anchorage,P1,USA,65,1,N,1,2305,2,0,6,1,4,10,,44789,2098,804,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04167,AK-1,NORTHBOUND,MCCARREY ST (OVERPASS),AK,ANCHORAGE,99508,61.2224952,-149.8019808,61.2243524,-149.7916778,0.366696,65.0,America/Anchorage,P1,USA,65,1,N,1,2305,2,0,6,1,4,10,,55639,3697,1631,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04168,AK-1,NORTHBOUND,BONIFACE PKWY,AK,ANCHORAGE,99508,61.2243524,-149.7916778,61.2244932,-149.7858338,0.19462,66.0,America/Anchorage,P1,USA,65,1,N,1,2305,2,0,6,1,4,10,,55639,3697,1631,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04169,AK-1,NORTHBOUND,N MULDOON RD,AK,ANCHORAGE,99506,61.224541,-149.772257,61.2259106,-149.7385834,1.138426,68.0,America/Anchorage,P1,USA,65,1,N,1,2305,2,0,6,1,4,10,,52101,3672,1621,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04210,AK-1,SOUTHBOUND,NORTH FORK RD,AK,KENAI PENINSULA,99556,59.779631,-151.8333732,59.7100342,-151.7014698,7.345053,135.0,America/Anchorage,P1,USA,65,3,N,3,99999,2,0,2,1,4,10,,3293,278,89,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04212,AK-1,SOUTHBOUND,COHOE LOOP,AK,KENAI PENINSULA,99610,60.2969702,-151.2754714,60.2665514,-151.3271172,2.873779,129.0,America/Anchorage,P1,USA,65,3,N,3,99999,2,0,2,1,4,10,,3992,347,111,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04211,AK-1,SOUTHBOUND,N FORK RD/MILO FRITZ AVE,AK,KENAI PENINSULA,99556,59.9144036,-151.7538208,59.779631,-151.8333732,10.47767,134.0,America/Anchorage,P1,USA,65,3,N,3,99999,2,0,2,1,4,10,,2551,215,69,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04214,AK-1,SOUTHBOUND,KALIFORNSKY BEACH RD/POLLARD LOOP RD,AK,KENAI PENINSULA,99610,60.3469938,-151.2216948,60.3235838,-151.2571394,2.049002,127.0,America/Anchorage,P1,USA,65,3,N,3,99999,2,0,2,1,4,10,,4242,217,63,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04213,AK-1,SOUTHBOUND,COHOE LOOP RD/JOHNSON LAKE LOOP RD,AK,KENAI PENINSULA,99610,60.3216462,-151.25987,60.2969702,-151.2754714,1.840967,128.0,America/Anchorage,P1,USA,65,3,N,3,99999,2,0,2,1,4,10,,5407,469,150,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04216,AK-1,SOUTHBOUND,REFLECTION LAKE RD,AK,KENAI PENINSULA,99669,60.4137304,-151.1555746,60.3921682,-151.1738894,1.630782,125.0,America/Anchorage,P1,USA,65,3,N,3,99999,2,0,2,1,4,10,,5989,365,106,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04215,AK-1,SOUTHBOUND,PORCUPINE CIR,AK,KENAI PENINSULA,99669,60.3921682,-151.1738894,60.3469938,-151.2216948,3.653761,126.0,America/Anchorage,P1,USA,65,3,N,3,99999,2,0,2,1,4,10,,4242,217,63,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04162,W 6TH AVE,EASTBOUND,AK-1/INGRA ST,AK,ANCHORAGE,99501,61.216579,-149.871017,61.2165738,-149.8669166,0.136391,5.0,America/Anchorage,P1,USA,73,1,N,1,2305,1,0,3,0,10,10,,15401,398,68,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04229,AK-1,SOUTHBOUND,SKILAK LAKE RD (COOPER LANDING) (NORTH),AK,KENAI PENINSULA,99572,60.4835258,-149.9553042,60.4848446,-150.111227,5.451387,110.0,America/Anchorage,P1,USA,65,3,N,1,99999,2,0,2,1,4,10,,3569,326,176,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04228,AK-1,SOUTHBOUND,SKILAK LAKE RD (COOPER LANDING) (SOUTH),AK,KENAI PENINSULA,99572,60.5266508,-150.2574936,60.525759,-150.5663274,10.871234,112.0,America/Anchorage,P1,USA,65,3,N,1,99999,2,0,2,1,4,10,,3378,308,167,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04395,W BENSON BLVD,EASTBOUND,MINNESOTA DR,AK,ANCHORAGE,99517,61.194912,-149.921398,61.1936738,-149.9129364,0.30408,1.0,America/Anchorage,P1,USA,111,2,N,3,2305,1,0,4,0,10,10,,13231,594,107,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04396,W BENSON BLVD,EASTBOUND,C ST,AK,ANCHORAGE,99503,61.1936738,-149.9129364,61.194256,-149.886627,0.879756,2.0,America/Anchorage,P1,USA,111,2,N,3,2305,1,0,4,0,10,10,,18508,1070,192,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04397,W BENSON BLVD,EASTBOUND,A ST,AK,ANCHORAGE,99503,61.194256,-149.886627,61.194168,-149.883133,0.116613,3.0,America/Anchorage,P1,USA,111,2,N,3,2305,1,0,4,0,10,10,,22953,1327,239,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04398,W BENSON BLVD,EASTBOUND,AK-1/SEWARD HWY,AK,ANCHORAGE,99503,61.194168,-149.883133,61.193418,-149.868202,0.502528,4.0,America/Anchorage,P1,USA,111,2,N,3,2305,1,0,4,0,10,10,,24494,1416,254,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04156,W 6TH AVE,EASTBOUND,I ST,AK,ANCHORAGE,99501,61.216583,-149.903748,61.216583,-149.899597,0.138075,1.0,America/Anchorage,P1,USA,73,3,N,3,2305,1,0,2,0,10,10,,1058,27,4,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04157,W 6TH AVE,EASTBOUND,C ST,AK,ANCHORAGE,99501,61.216583,-149.899597,61.216579,-149.887344,0.407563,2.0,America/Anchorage,P1,USA,73,1,N,4,2305,1,0,3,0,10,10,,12915,334,58,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04399,W BENSON BLVD,EASTBOUND,E NORTHERN LIGHTS BLVD,AK,ANCHORAGE,99508,61.1934236,-149.867838,61.194229,-149.860593,0.258795,6.0,America/Anchorage,P1,USA,111,3,N,3,2305,1,0,3,0,10,10,,18174,1051,189,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04158,W 6TH AVE,EASTBOUND,A ST,AK,ANCHORAGE,99501,61.216579,-149.887344,61.216579,-149.883286,0.13498,3.0,America/Anchorage,P1,USA,73,1,N,3,2305,1,0,3,0,10,10,,15323,397,69,1,100,2,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04159,W 6TH AVE,EASTBOUND,AK-1/GAMBELL ST,AK,ANCHORAGE,99501,61.216579,-149.883286,61.216579,-149.871017,0.408098,4.0,America/Anchorage,P1,USA,73,1,N,3,2305,1,0,3,0,10,10,,17027,442,76,1,100,2,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04221,AK-1,SOUTHBOUND,MACKEY LAKE RD,AK,KENAI PENINSULA,99669,60.501637,-150.9808764,60.4974936,-151.0227854,1.459414,119.0,America/Anchorage,P1,USA,65,3,N,1,99999,2,0,2,1,4,10,,9881,601,174,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04220,AK-1,SOUTHBOUND,KENAI SPUR HWY,AK,KENAI PENINSULA,99669,60.4974936,-151.0227854,60.4869854,-151.0565446,1.422498,120.0,America/Anchorage,P1,USA,65,3,N,1,99999,2,0,2,1,4,10,,13423,817,237,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04223,AK-1,SOUTHBOUND,ROBINSON LN/TUSTAMENA,AK,KENAI PENINSULA,99672,60.5359768,-150.7943716,60.5190482,-150.887227,3.686923,117.0,America/Anchorage,P1,USA,65,3,N,1,99999,2,0,2,1,4,10,,8846,538,156,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04222,AK-1,SOUTHBOUND,PINE ST,AK,KENAI PENINSULA,99669,60.5190482,-150.887227,60.501637,-150.9808764,3.476683,118.0,America/Anchorage,P1,USA,65,3,N,1,99999,2,0,2,1,4,10,,9282,565,163,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04225,AK-1,SOUTHBOUND,OTTER TRL,AK,KENAI PENINSULA,99672,60.5269044,-150.6793798,60.53206,-150.7363796,2.130955,115.0,America/Anchorage,P1,USA,65,3,N,1,99999,2,0,4,1,4,10,,3877,354,192,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04224,AK-1,SOUTHBOUND,SCOUT LAKE RD,AK,KENAI PENINSULA,99672,60.53206,-150.7363796,60.5359768,-150.7943716,2.0803,116.0,America/Anchorage,P1,USA,65,3,N,1,99999,2,0,4,1,4,10,,5315,486,263,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04469,AK-3,SOUTHBOUND,TRUNK RD,AK,MATANUSKA-SUSITNA,99645,61.5644542,-149.3054272,61.5627698,-149.275508,1.010927,60.0,America/Anchorage,P1,USA,131,1,N,1,99998,2,0,2,3,4,10,,26706,2066,340,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04227,AK-1,SOUTHBOUND,FEUDING LN,AK,KENAI PENINSULA,99672,60.525759,-150.5663274,60.5264156,-150.648067,2.795119,113.0,America/Anchorage,P1,USA,65,3,N,1,99999,2,0,2,1,4,10,,4067,371,201,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04226,AK-1,SOUTHBOUND,KENAI KEYS RD,AK,KENAI PENINSULA,99672,60.5264156,-150.648067,60.5269044,-150.6793798,1.068926,114.0,America/Anchorage,P1,USA,65,3,N,1,99999,2,0,2,1,4,10,,4067,371,201,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04468,AK-3,SOUTHBOUND,AK-1/GLENN HWY,AK,MATANUSKA-SUSITNA,99645,61.5607326,-149.2591524,61.558151,-149.252311,0.28749,62.0,America/Anchorage,P1,USA,131,1,N,1,99998,2,0,2,3,4,10,,29964,2318,382,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04390,E NORTHERN LIGHTS BLVD,EASTBOUND,LAKE OTIS PKWY,AK,ANCHORAGE,99508,61.195254,-149.860522,61.1952752,-149.8383546,0.837888,4.0,America/Anchorage,P1,USA,110,3,N,3,2305,2,0,6,0,10,10,,32354,2294,250,1,93,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04951,KENAI SPUR HWY,SOUTHBOUND,I-A1/AK-1/STERLING HWY,AK,KENAI PENINSULA,99669,60.4864244,-151.0573742,60.4863458,-151.057162,0.009035,5.0,America/Anchorage,P1,USA,4950,3,N,3,99998,2,0,4,1,4,10,,13423,817,237,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04391,E NORTHERN LIGHTS BLVD,EASTBOUND,S BRAGAW ST,AK,ANCHORAGE,99508,61.1952732,-149.8381664,61.198777,-149.80845,1.084448,5.0,America/Anchorage,P1,USA,110,3,N,3,2305,2,0,4,0,10,10,,32324,2344,240,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04392,E NORTHERN LIGHTS BLVD,EASTBOUND,BONIFACE PKWY,AK,ANCHORAGE,99508,61.198775,-149.8082,61.195192,-149.77845,1.095608,6.0,America/Anchorage,P1,USA,110,3,N,3,2305,2,0,4,0,10,10,,20264,1470,150,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04712,CHENA HOT SPRINGS RD,WESTBOUND,AK-2/STEESE HWY/MAD RUSSIAN ST,AK,FAIRBANKS NORTH STAR,99712,64.8883514,-147.6207374,64.8882312,-147.6235362,0.082518,2.0,America/Anchorage,P1,USA,190,4,N,3,28549,2,0,4,2,4,10,,15119,947,201,1,49,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04393,E NORTHERN LIGHTS BLVD,EASTBOUND,MULDOON RD,AK,ANCHORAGE,99504,61.195195,-149.778236,61.195236,-149.7336104,1.485381,8.0,America/Anchorage,P1,USA,110,3,N,3,2305,2,0,4,0,10,10,,13377,970,99,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04384,E NORTHERN LIGHTS BLVD,EASTBOUND,W BENSON BLVD,AK,ANCHORAGE,99517,61.1953228,-149.9428646,61.194912,-149.921398,0.71892,1.0,America/Anchorage,P1,USA,110,4,N,3,2305,2,0,4,0,10,10,,20745,1209,170,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04430,DAVIS HWY,SOUTHBOUND,MOUNTAIN VIEW DR,AK,ANCHORAGE,99508,61.2331644,-149.7786438,61.2266168,-149.7785886,0.452333,2.0,America/Anchorage,P1,USA,120,4,N,4,2305,2,0,4,0,10,10,,7838,201,61,1,62,2,62,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04500,AK-3,SOUTHBOUND,LATHROP ST,AK,FAIRBANKS NORTH STAR,99701,64.8214262,-147.7437038,64.821792,-147.746259,0.079293,2.0,America/Anchorage,P1,USA,131,1,N,1,28549,2,0,2,3,4,10,,13834,880,171,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04207,AK-1,SOUTHBOUND,W PIONEER AVE/OHLSON LN,AK,KENAI PENINSULA,99603,59.6426804,-151.5771786,59.6417794,-151.5514178,0.920835,138.0,America/Anchorage,P1,USA,65,3,N,3,99999,2,0,2,1,4,10,,7163,642,56,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04372,MULDOON RD,NORTHBOUND,AK-1/GLENN HWY,AK,ANCHORAGE,99504,61.2098,-149.7333688,61.2247522,-149.7334026,1.037982,6.0,America/Anchorage,P1,USA,107,3,N,3,2305,2,0,4,0,10,10,,33291,1773,102,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04130,MINNESOTA DR,NORTHBOUND,HILLCREST DR,AK,ANCHORAGE,99503,61.1953032,-149.9129202,61.200416,-149.912951,0.353212,15.0,America/Anchorage,P1,USA,67,1,N,3,2305,2,0,6,0,10,10,,34054,875,267,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
