tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date
133-04532,PALMER WASILLA HWY/REILEY AVE,WESTBOUND,AK-3/E PARKS HWY,AK,MATANUSKA-SUSITNA,99654,61.585133,-149.359894,61.5773932,-149.4088888,1.788486,5.0,America/Anchorage,P1,USA,141,4,N,3,99998,2,0,2,0,10,10,,12954,754,17,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04535,PALMER WASILLA HWY/REILEY AVE,WESTBOUND,N TRUNK RD,AK,MATANUSKA-SUSITNA,99645,61.599388,-149.191128,61.599485,-149.243452,1.720036,2.0,America/Anchorage,P1,USA,141,4,N,3,99998,2,0,2,0,10,10,,13752,834,19,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04534,PALMER WASILLA HWY/REILEY AVE,WESTBOUND,N HYER RD/HYER,AK,MATANUSKA-SUSITNA,99645,61.599485,-149.243452,61.588507,-149.300083,2.091808,3.0,America/Anchorage,P1,USA,141,4,N,3,99998,2,0,2,0,10,10,,10712,633,15,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04647,AIRPORT WAY,WESTBOUND,COWLES ST,AK,FAIRBANKS NORTH STAR,99701,64.837089,-147.7389,64.83709,-147.739192,0.008575,3.0,America/Anchorage,P1,USA,169,3,N,3,28549,2,0,4,0,10,10,,17921,794,32,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04408,15TH AVE,WESTBOUND,AK-1/GAMBELL ST/INGRA ST,AK,ANCHORAGE,99501,61.2077086,-149.866939,61.20771,-149.871033,0.136217,3.0,America/Anchorage,P1,USA,114,3,N,3,2305,2,0,4,0,10,10,,15322,267,13,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04649,AIRPORT WAY,WESTBOUND,AK-2/GAFFNEY RD,AK,FAIRBANKS NORTH STAR,99701,64.8348186,-147.7066432,64.8350262,-147.707638,0.032572,1.0,America/Anchorage,P1,USA,169,3,N,3,28549,2,0,4,0,10,10,,16630,760,55,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04640,JOHANSEN EXPY,WESTBOUND,COLLEGE RD/EXIT 4,AK,FAIRBANKS NORTH STAR,99701,64.858937,-147.707436,64.854881,-147.721674,0.507033,3.0,America/Anchorage,P1,USA,168,4,N,3,28549,2,0,4,0,10,10,,17114,1089,212,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04641,JOHANSEN EXPY,WESTBOUND,STEESE HWY,AK,FAIRBANKS NORTH STAR,99701,64.858576,-147.676107,64.858706,-147.6782404,0.064859,1.0,America/Anchorage,P1,USA,168,4,N,3,28549,2,0,4,0,10,10,,17619,1122,218,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04643,AIRPORT WAY,WESTBOUND,AK-3,AK,FAIRBANKS NORTH STAR,99709,64.836854,-147.8238526,64.833983,-147.842433,0.614741,8.0,America/Anchorage,P1,USA,169,3,N,3,28549,2,0,4,0,10,10,,12064,591,30,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04646,AIRPORT WAY,WESTBOUND,PEGER RD,AK,FAIRBANKS NORTH STAR,99709,64.836892,-147.778488,64.836892,-147.778806,0.009339,5.0,America/Anchorage,P1,USA,169,3,N,3,28549,2,0,4,0,10,10,,18904,1223,238,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04645,AIRPORT WAY,WESTBOUND,UNIVERSITY AVE,AK,FAIRBANKS NORTH STAR,99709,64.8368746,-147.8119456,64.836876,-147.812542,0.017516,5.0,America/Anchorage,P1,USA,169,3,N,3,28549,2,0,4,0,10,10,,14141,622,25,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04403,WISCONSIN ST,SOUTHBOUND,W NORTHERN LIGHTS BLVD,AK,ANCHORAGE,99517,61.19544,-149.942872,61.1953228,-149.9428646,0.008121,1.0,America/Anchorage,P1,USA,113,4,N,3,2305,2,0,3,0,10,10,,17139,1243,127,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04789,AK-2,EASTBOUND,EAGLE TRL,AK,SOUTHEAST FAIRBANKS,99780,63.3731506,-143.5438174,63.3594716,-143.3211498,7.213956,54.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,393,47,7,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04782,AK-2,EASTBOUND,FOOT TRL,AK,SOUTHEAST FAIRBANKS,99780,62.884045,-141.5071018,62.7773628,-141.2529478,11.445467,63.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,328,49,51,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04781,AK-2,EASTBOUND,UNNAMED STREET 1,AK,SOUTHEAST FAIRBANKS,99780,62.7773628,-141.2529478,62.6896344,-141.1395718,7.79948,64.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,330,49,51,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04784,AK-2,EASTBOUND,UNNAMED STREET 2,AK,SOUTHEAST FAIRBANKS,99780,63.0107394,-141.8022574,62.93632,-141.5750096,9.922413,61.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,357,49,52,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04783,AK-2,EASTBOUND,DEANMAN LAKE CAMP,AK,SOUTHEAST FAIRBANKS,99780,62.93632,-141.5750096,62.884045,-141.5071018,4.33996,62.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,322,48,50,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04786,AK-2,EASTBOUND,MIDWAY LAKE TURNOUT,AK,SOUTHEAST FAIRBANKS,99780,63.311353,-142.6024322,63.2306946,-142.298183,11.981574,59.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,441,0,0,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04785,AK-2,EASTBOUND,MAIN ST,AK,SOUTHEAST FAIRBANKS,99780,63.2306946,-142.298183,63.0107394,-141.8022574,24.365995,60.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,441,27,30,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04788,AK-2,EASTBOUND,MAKENZIE TRL,AK,SOUTHEAST FAIRBANKS,99780,63.3594716,-143.3211498,63.343956,-143.1001636,6.930325,55.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,517,62,10,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04787,AK-2,EASTBOUND,TOK RIVER STATE REC SITE ACCES RD,AK,SOUTHEAST FAIRBANKS,99780,63.3359562,-142.9877172,63.3244256,-142.8280172,5.015458,57.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,1019,164,84,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04636,CHENA PUMP RD,SOUTHBOUND,AK-3,AK,FAIRBANKS NORTH STAR,99709,64.848831,-147.8624184,64.848211,-147.865033,0.088079,2.0,America/Anchorage,P1,USA,167,3,N,3,28549,2,0,4,0,10,10,,16915,848,182,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04639,JOHANSEN EXPY,WESTBOUND,DANBY ST,AK,FAIRBANKS NORTH STAR,99701,64.851576,-147.751086,64.851379,-147.752865,0.053978,5.0,America/Anchorage,P1,USA,168,4,N,3,28549,2,0,4,0,10,10,,20719,1319,257,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04638,JOHANSEN EXPY,WESTBOUND,PEGER RD/EXIT 2,AK,FAIRBANKS NORTH STAR,99709,64.849345,-147.769325,64.8495136,-147.7878786,0.544855,7.0,America/Anchorage,P1,USA,168,4,N,3,28549,2,0,4,0,10,10,,20792,1416,275,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04635,CHENA PUMP RD,SOUTHBOUND,CHENA RIDGE RD/DARTMOUTH DR,AK,FAIRBANKS NORTH STAR,99709,64.846397,-147.869004,64.846307,-147.869118,0.007065,1.0,America/Anchorage,P1,USA,167,5,N,3,28549,2,0,4,0,10,10,,19282,774,176,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04515,KNIK GOOSE BAY RD,WESTBOUND,HALLIE DR,AK,MATANUSKA-SUSITNA,99623,61.532358,-149.601346,61.500447,-149.665717,3.153514,3.0,America/Anchorage,P1,USA,136,5,N,3,99998,2,0,2,0,10,10,,5304,467,37,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04514,KNIK GOOSE BAY RD,WESTBOUND,POINT MACKENZIE RD,AK,MATANUSKA-SUSITNA,99623,61.500447,-149.665717,61.425952,-149.803005,7.260838,4.0,America/Anchorage,P1,USA,136,5,N,3,99998,2,0,2,0,10,10,,2371,207,18,1,3,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04517,KNIK GOOSE BAY RD,WESTBOUND,EDLUND RD,AK,MATANUSKA-SUSITNA,99654,61.580981,-149.4414764,61.55647,-149.488629,2.571146,1.0,America/Anchorage,P1,USA,136,4,N,3,99998,2,0,2,0,10,10,,15230,395,119,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04516,KNIK GOOSE BAY RD,WESTBOUND,S VINE RD,AK,MATANUSKA-SUSITNA,99623,61.55647,-149.488629,61.532358,-149.601346,4.223819,2.0,America/Anchorage,P1,USA,136,5,N,3,99998,2,0,2,0,10,10,,14944,383,117,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04519,S VINE RD,SOUTHBOUND,KNIK GOOSE BAY RD,AK,MATANUSKA-SUSITNA,99623,61.541626,-149.601696,61.532358,-149.601346,0.642454,2.0,America/Anchorage,P1,USA,137,5,N,3,99998,2,0,2,0,10,10,,14890,382,117,1,1,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04428,BONIFACE PKWY,SOUTHBOUND,AK-1/GLENN HWY/MOUNTAIN VIEW DR,AK,ANCHORAGE,99508,61.226292,-149.778576,61.22425,-149.778615,0.141088,2.0,America/Anchorage,P1,USA,119,4,N,3,2305,2,0,4,0,10,10,,16097,417,72,1,100,2,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04669,COWLES ST,SOUTHBOUND,AIRPORT WAY,AK,FAIRBANKS NORTH STAR,99701,64.83709,-147.739192,64.836946,-147.739184,0.009954,2.0,America/Anchorage,P1,USA,176,5,N,3,28549,2,0,4,0,10,10,,17921,794,32,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04427,BONIFACE PKWY,SOUTHBOUND,DEBARR RD,AK,ANCHORAGE,99508,61.209771,-149.778535,61.209663,-149.778536,0.007463,1.0,America/Anchorage,P1,USA,119,3,N,3,2305,2,0,4,0,10,10,,21016,366,18,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04662,UNIVERSITY AVE,SOUTHBOUND,AK-3/ROBERT J MITCHELL EXPY,AK,FAIRBANKS NORTH STAR,99709,64.8248176,-147.815974,64.8243392,-147.8180872,0.070389,6.0,America/Anchorage,P1,USA,174,3,N,3,28549,2,0,2,3,4,10,,9865,495,93,1,100,1,59,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04422,S BRAGAW ST,SOUTHBOUND,DEBARR RD,AK,ANCHORAGE,99508,61.2098064,-149.8084724,61.209638,-149.8084786,0.011632,4.001,America/Anchorage,P1,USA,118,4,N,3,2305,2,0,4,0,10,10,,16801,972,174,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04663,UNIVERSITY AVE,SOUTHBOUND,AIRPORT WAY,AK,FAIRBANKS NORTH STAR,99709,64.8373412,-147.8125564,64.836733,-147.812562,0.042036,4.0,America/Anchorage,P1,USA,174,3,N,3,28549,2,0,4,0,10,10,,16716,999,172,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04421,S BRAGAW ST,SOUTHBOUND,E NORTHERN LIGHTS BLVD,AK,ANCHORAGE,99508,61.198934,-149.808444,61.198777,-149.80845,0.010849,6.0,America/Anchorage,P1,USA,118,4,N,3,2305,2,0,4,0,10,10,,17379,1005,180,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04423,S BRAGAW ST,SOUTHBOUND,AK-1/GLENN HWY,AK,ANCHORAGE,99508,61.222344,-149.808534,61.2206718,-149.8085424,0.115519,3.0,America/Anchorage,P1,USA,118,4,N,3,2305,2,0,3,0,10,10,,17177,993,178,1,22,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04426,BONIFACE PKWY,SOUTHBOUND,E NORTHERN LIGHTS BLVD,AK,ANCHORAGE,99508,61.195292,-149.77845,61.195192,-149.77845,0.00691,5.0,America/Anchorage,P1,USA,119,3,N,3,2305,2,0,4,0,10,10,,22377,580,100,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04425,BONIFACE PKWY,SOUTHBOUND,E TUDOR RD,AK,ANCHORAGE,99507,61.18083,-149.7784474,61.1806778,-149.77845,0.010514,7.0,America/Anchorage,P1,USA,119,3,N,3,2305,2,0,4,0,10,10,,27988,1513,83,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04769,AK-4,SOUTHBOUND,AK-1,AK,VALDEZ-CORDOVA,99588,62.301203,-145.3514628,62.289115,-145.3530686,0.836744,14.0,America/Anchorage,P1,USA,208,2,N,4,99999,2,0,2,4,4,10,,447,80,52,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04410,15TH AVE,WESTBOUND,LAKE OTIS PKWY/MERRILL FIELD DR,AK,ANCHORAGE,99508,61.207771,-149.838127,61.207769,-149.838381,0.008451,1.0,America/Anchorage,P1,USA,114,3,N,3,2305,2,0,3,0,10,10,,12800,329,100,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04652,PEGER RD,SOUTHBOUND,AIRPORT WAY,AK,FAIRBANKS NORTH STAR,99709,64.836892,-147.778806,64.836735,-147.778803,0.010843,3.0,America/Anchorage,P1,USA,170,3,N,3,28549,2,0,4,0,10,10,,18904,1223,238,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04291,RASPBERRY RD,EASTBOUND,NORTHWOOD DR,AK,ANCHORAGE,99502,61.1590192,-149.9516076,61.159121,-149.921988,0.989707,4.0,America/Anchorage,P1,USA,85,3,N,3,2305,2,0,4,0,10,10,,16517,893,49,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04413,DEBARR RD,WESTBOUND,BONIFACE PKWY,AK,ANCHORAGE,99508,61.2097734,-149.7782976,61.209771,-149.778535,0.007898,1.0,America/Anchorage,P1,USA,115,3,N,3,2305,2,0,4,0,10,10,,21016,366,18,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04412,DEBARR RD,WESTBOUND,S BRAGAW ST,AK,ANCHORAGE,99508,61.2098048,-149.8082626,61.2098064,-149.8084724,0.006978,4.001,America/Anchorage,P1,USA,115,3,N,3,2305,2,0,4,0,10,10,,16801,972,174,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04654,FARMERS LOOP RD,SOUTHBOUND,S SCHANDALAR AVE/COLLEGE RD,AK,FAIRBANKS NORTH STAR,99709,64.8557774,-147.8132144,64.855667,-147.8131918,0.007655,4.0,America/Anchorage,P1,USA,171,4,N,3,28549,2,0,4,0,10,10,,17525,1116,217,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04292,RASPBERRY RD,EASTBOUND,MINNESOTA DR,AK,ANCHORAGE,99502,61.1591172,-149.918724,61.159108,-149.915444,0.10933,5.0,America/Anchorage,P1,USA,85,3,N,3,2305,2,0,5,0,10,10,,24531,1326,73,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04414,DEBARR RD,WESTBOUND,MULDOON RD,AK,ANCHORAGE,99504,61.2098,-149.7333688,61.2098058,-149.7335898,0.007376,2.0,America/Anchorage,P1,USA,115,3,N,3,2305,2,0,4,0,10,10,,29151,1576,86,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04606,AK-2,EASTBOUND,CLAUDE ST,AK,FAIRBANKS NORTH STAR,99705,64.7152214,-147.1938792,64.7150612,-147.1930178,0.027726,32.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,3602,517,338,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04847,AK-3,SOUTHBOUND,TALKEETNA TRL,AK,MATANUSKA-SUSITNA,99683,62.1924944,-150.2131524,62.185621,-150.1999558,0.640161,37.0,America/Anchorage,P1,USA,131,1,N,1,99999,2,0,2,3,4,10,,2348,302,129,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04608,AK-2,EASTBOUND,DAWSON RD,AK,FAIRBANKS NORTH STAR,99705,64.7453866,-147.3157864,64.7403896,-147.3010754,0.554462,29.0,America/Anchorage,P1,USA,162,1,N,1,28549,2,0,2,2,4,10,,9729,589,163,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04607,AK-2,EASTBOUND,LAURANCE RD,AK,FAIRBANKS NORTH STAR,99705,64.7344772,-147.2830372,64.7338178,-147.2809938,0.075546,31.0,America/Anchorage,P1,USA,162,1,N,1,28549,2,0,2,2,4,10,,7373,589,163,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04609,AK-2,EASTBOUND,N SANTA CLAUS LN/BADGER RD,AK,FAIRBANKS NORTH STAR,99705,64.7608152,-147.3577534,64.7564034,-147.3457328,0.467296,28.0,America/Anchorage,P1,USA,162,1,N,1,28549,2,0,2,2,4,10,,10565,0,0,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04280,W DIMOND BLVD,WESTBOUND,JEWEL LAKE RD,AK,ANCHORAGE,99502,61.137546,-149.929497,61.137545,-149.951735,0.741544,10.0,America/Anchorage,P1,USA,81,3,N,3,2305,2,0,4,0,10,10,,20033,980,368,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04273,ABBOTT RD,WESTBOUND,E DIMOND BLVD/CORBIN DR,AK,ANCHORAGE,99507,61.1375636,-149.8342212,61.144149,-149.849555,0.828772,4.0,America/Anchorage,P1,USA,80,3,N,3,2305,2,0,4,0,10,10,,24905,1346,73,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04108,AK-1,SOUTHBOUND,E BENSON BLVD,AK,ANCHORAGE,99503,61.195282,-149.868195,61.193418,-149.868202,0.128773,81.0,America/Anchorage,P1,USA,65,1,N,1,2305,2,0,6,1,4,10,,53328,2504,925,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04107,AK-1,SOUTHBOUND,E 36TH AVE,AK,ANCHORAGE,99503,61.193418,-149.868202,61.188579,-149.8660572,0.347756,82.0,America/Anchorage,P1,USA,65,1,N,1,2305,2,0,6,1,4,10,,57069,2680,990,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04275,W DIMOND BLVD,WESTBOUND,AK-1/SEWARD HWY,AK,ANCHORAGE,99507,61.1443716,-149.8501044,61.144793,-149.852802,0.096288,2.0,America/Anchorage,P1,USA,81,3,N,3,2305,2,0,4,0,10,10,,36522,1974,108,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04109,AK-1,SOUTHBOUND,E NORTHERN LIGHTS BLVD,AK,ANCHORAGE,99503,61.197849,-149.868195,61.195282,-149.868195,0.177327,80.0,America/Anchorage,P1,USA,65,1,N,1,2305,2,0,6,1,4,10,,54012,2537,937,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04276,W DIMOND BLVD,WESTBOUND,C ST,AK,ANCHORAGE,99515,61.144817,-149.85794,61.144759,-149.886705,0.959086,4.0,America/Anchorage,P1,USA,81,3,N,3,2305,2,0,6,0,10,10,,34420,938,77,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04277,W DIMOND BLVD,WESTBOUND,MINNESOTA DR,AK,ANCHORAGE,99515,61.144762,-149.887044,61.140802,-149.906379,0.715161,6.0,America/Anchorage,P1,USA,81,3,N,3,2305,2,0,6,0,10,10,,31163,850,69,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04278,W DIMOND BLVD,WESTBOUND,VICTOR RD/NORTHWOOD ST,AK,ANCHORAGE,99515,61.139998,-149.9093924,61.137574,-149.9193692,0.375923,8.0,America/Anchorage,P1,USA,81,3,N,3,2305,2,0,6,0,10,10,,30919,1512,568,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04279,W DIMOND BLVD,WESTBOUND,ARLENE ST,AK,ANCHORAGE,99502,61.137576,-149.921933,61.137547,-149.929328,0.246604,9.0,America/Anchorage,P1,USA,81,3,N,3,2305,2,0,6,0,10,10,,27010,1321,496,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04100,AK-1,SOUTHBOUND,OLD SEWARD HWY,AK,ANCHORAGE,99516,61.0940446,-149.836128,61.0916372,-149.8350634,0.171268,95.0,America/Anchorage,P1,USA,65,3,N,1,2305,2,0,4,1,4,10,,15108,709,262,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04905,AK-4,NORTHBOUND,AK-1/GLENN HWY,AK,VALDEZ-CORDOVA,99588,62.1078866,-145.4754656,62.1090126,-145.4760438,0.080026,14.0,America/Anchorage,P1,USA,211,3,N,1,99999,2,0,2,1,4,10,,1045,137,89,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04102,AK-1,SOUTHBOUND,HUFFMAN RD,AK,ANCHORAGE,99515,61.119139,-149.8566072,61.1122318,-149.8543138,0.485459,91.0,America/Anchorage,P1,USA,65,3,N,1,2305,2,0,4,1,4,10,,26415,1240,458,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04101,AK-1,SOUTHBOUND,DE ARMOUN RD,AK,ANCHORAGE,99516,61.1051348,-149.8471982,61.0967852,-149.8385598,0.645182,93.0,America/Anchorage,P1,USA,65,3,N,1,2305,2,0,4,1,4,10,,22721,1067,394,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04104,AK-1,SOUTHBOUND,E DIMOND BLVD,AK,ANCHORAGE,99518,61.163087,-149.8566544,61.1482318,-149.8565834,1.028518,87.0,America/Anchorage,P1,USA,65,1,N,1,2305,2,0,4,1,4,10,,50419,2368,874,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04909,AK-7,WESTBOUND,GLACIER HWY,AK,JUNEAU,99801,58.363892,-134.5741332,58.3642858,-134.5747948,0.036282,4.0,America/Juneau,P1,USA,212,3,N,3,99998,2,0,4,7,4,10,,29122,2647,854,9,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04103,AK-1,SOUTHBOUND,O'MALLEY RD,AK,ANCHORAGE,99507,61.1415368,-149.8566584,61.1272808,-149.8566296,0.984811,89.0,America/Anchorage,P1,USA,65,1,N,1,2305,2,0,4,1,4,10,,34264,1609,594,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04908,AK-7,WESTBOUND,AK-7/EGAN DR,AK,JUNEAU,99801,58.3552604,-134.5142448,58.3586308,-134.5263866,0.518428,3.0,America/Juneau,P1,USA,212,3,N,3,99998,2,0,4,7,4,10,,24192,2199,709,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04106,AK-1,SOUTHBOUND,E TUDOR RD,AK,ANCHORAGE,99503,61.188011,-149.865432,61.1840016,-149.8617418,0.304503,83.0,America/Anchorage,P1,USA,65,1,N,1,2305,2,0,6,1,4,10,,21877,1028,380,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04907,AK-7,WESTBOUND,GLACIER HWY/CHANNEL DR,AK,JUNEAU,99801,58.3290276,-134.4698314,58.3299402,-134.4726086,0.11885,2.0,America/Juneau,P1,USA,212,3,N,3,99998,2,0,4,7,4,10,,21719,1974,637,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04906,AK-7,WESTBOUND,W WILLOUGHBY AVE,AK,JUNEAU,99801,58.2991968,-134.420605,58.2992954,-134.421054,0.017672,1.0,America/Juneau,P1,USA,212,3,N,3,99998,2,0,4,7,4,10,,14940,1379,445,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04105,AK-1,SOUTHBOUND,E DOWLING RD,AK,ANCHORAGE,99507,61.1773898,-149.8595484,61.1701336,-149.8571332,0.507685,85.0,America/Anchorage,P1,USA,65,1,N,1,2305,2,0,4,1,4,10,,26406,1240,458,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04262,LAKE OTIS PKWY,NORTHBOUND,PROVIDENCE DR/E 36TH AVE,AK,ANCHORAGE,99508,61.180933,-149.838033,61.188,-149.838245,0.489274,7.0,America/Anchorage,P1,USA,78,3,N,3,2305,2,0,4,0,10,10,,19055,489,149,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
